id,name,pure_name,internal_id,nickname,official_url,resplendent_url,resplendent_costume,resplendent_date,skills,skill_rarity,sex,release_date,thumb,english_name,epithet,english_epithet,description,origin,how_to_get,type,weapon_type,move_type,illustrator,cv,special_type,duo_skill,is_distributed,resplendent,rarity,rarity3,strength,weekness,recommend,hp_5,atk_5,spd_5,def_5,res_5,hp_5_lv1,atk_5_lv1,spd_5_lv1,def_5_lv1,res_5_lv1,style
505,"ブラミモンド","|ブラミモンド|","","|ブラミン|",https://guide.fire-emblem-heroes.com/06059006000503-2/,"","",,"|絶無の書|月光|攻撃守備の渾身4|攻撃魔防の拍節3|攻撃魔防の凪3|見通せぬ深き…・神|見通せぬ深き暗闇|","","性別不詳",2020-03-31,Bramimond-Icon.png,Bramimond,"謎多き者","The Enigma","かつて、神将器を携え、竜と戦った八神将の一人。 その正体を知るものはいない。 (登場:『ファイアーエムブレム 烈火の剣』)","烈火の剣","神階英雄ガチャ","無","無魔","歩行","|ワダサチコ|","|櫻井孝宏|鳥海浩輔|大本眞基子|鈴木達央|","|神階闇|Hp5_Atk3|","","",,"","星5","","","",39,40,27,21,35,17,10,5,6,9,""
506,"リンカ","|リンカ|","","",https://guide.fire-emblem-heroes.com/11004002000504-2/,"","",,"|リンカの鬼金棒|緋炎|金剛の反撃・遠距離|怒り3|守備の波・偶数3|","|リンカの鬼金棒:5|緋炎:5|金剛の反撃・遠距離:5|怒り1:5|怒り2:5|怒り3:5|守備の波・偶数1:5|守備の波・偶数2:5|守備の波・偶数3:5|","女",2020-04-08,Rinkah-Icon.png,Rinkah,"炎の娘","Scion of Flame","炎の部族の族長の娘。 孤高を旨するが、内には熱い魂を秘めている。 (登場:『ファイアーエムブレム if』)",if,"ガチャ","緑","斧","歩行","|草木原俊行|","|石川由依|","","","",,"","星5","","","",40,34,39,41,18,18,8,9,11,5,""
507,"リリス","|リリス|","","",https://guide.fire-emblem-heroes.com/11001007000506-2/,"","",,"|星竜のブレス|引き戻し|攻撃速さの絆3|守備魔防の連携3|攻撃の相互大紋章|","|星竜のブレス:5|引き戻し:5|攻撃速さの絆1:5|攻撃速さの絆2:5|攻撃速さの絆3:5|守備魔防の連携1:5|守備魔防の連携2:5|守備魔防の連携3:5|攻撃の相互大紋章:5|","女",2020-04-08,Lilith-Icon.png,Lilith,"星竜の子","Astral Daughter","カムイに仕える従者。その正体は星竜で、 カムイの危機を救うために真の姿を見せる。 (登場:『ファイアーエムブレム if』)",if,"ガチャ","青","青竜","飛行","|恒星ホリグチ|","|村井かずさ|","","","",,"","星5","","","",39,36,41,27,30,17,6,8,5,6,""
508,"ミドリコ","|ミドリコ|","","",https://guide.fire-emblem-heroes.com/11069006000507-2/,"","",,"|おまじないの弓|お大尽の弓+|攻撃守備の応援+|金剛の反撃・近距離|攻撃の封印3|","","女",2020-04-08,Midori-Icon.png,Midori,"しっかり者の","Reliable Chemist","白夜王国の忍、スズカゼの娘。 しっかり者で薬草を調合する技術に長ける。 (登場:『ファイアーエムブレム if』)",if,"ガチャ","赤","赤弓","歩行","|みく郎|","|高野麻里佳|","","","",,"","星5","","","",41,41,30,34,21,17,11,6,10,4,""
509,"フォレオ","|フォレオ|","","",https://guide.fire-emblem-heroes.com/11069016000505-2/,"","",,"|パニック+|リブロー+|天照|魔防の城塞3|魔防の謀策3|","|パニック:3|パニック+:5|リブロー:3|リブロー+:5|天照:3|魔防の城塞1:3|魔防の城塞2:4|魔防の城塞3:4|魔防の謀策1:3|魔防の謀策2:4|魔防の謀策3:5|","男",2020-04-08,Forrest-Icon.png,Forrest,"可愛らしい王子","Fashion Forward","レオンの息子。優しく思いやりのある性格。 美的センスが高く、服飾作りが得意。 (登場:『ファイアーエムブレム if』)",if,"ガチャ","無","杖","騎馬",|Tobi|,"|高橋勇太|","","","",,"","星4|星3","","","",39,32,26,19,35,17,6,7,4,9,""
510,"子供マルス","|マルス|","","",https://guide.fire-emblem-heroes.com/01001001000513-2/,"","",,"|光明レイピア|レイピア|英雄の血脈|守備の封印3|速さ守備の信義3|","|光明レイピア:5|鉄の剣:4|鋼の剣:4|銀の剣:4|レイピア:5|英雄の血脈:5|守備の封印1:4|守備の封印2:4|守備の封印3:4|速さ守備の信義1:4|速さ守備の信義2:4|速さ守備の信義3:5|","男",2020-04-20,YoungMarth-Icon.png,Marth,"英雄の国の後継者","Legacied Hero","アリティア王国の王子。英雄アンリから 王位と神剣を継いだ弟・マルセレスのひ孫にあたる。 (登場:『ファイアーエムブレム 紋章の謎』)","紋章の謎","超英雄","赤","剣","歩行","|ワダサチコ|","|小林ゆう|","","","",,"","星5|星4","","","    <p>子供マルスの攻撃36、速さ37は全体の中で高い水準で、攻撃性能に加えて、武器のレイピアの特効も含めて、敵に大ダメージを与えやすいキャラクターです。また、守備や魔防も平均に比べて高めに設定されているため、レイピアの待ち伏せ効果が発動しない状態でも敵の攻撃を耐えやすいです。魔防は少し低めに見えますが、魔防上げ個体であれば+4されて大分守備魔防のバランスがよくなります。速さが高めで耐久もバランスよく高いのでのステータスは全体的に回避スキルとも相性が良いです。</p>
    <p>専用武器のレイピアはとても優れています。速さ+3の効果は子供マルス高い速さや奥義の英雄の血脈に噛み合っています。また、重装と騎馬の2種特攻を兼ね備え、おまけに待ち伏せ効果まで内蔵しています。敵によっては待ち伏せで全滅させることもできます。</p>
    <p>奥義の英雄の血脈は奥義の螺旋と相性が良いです。待ち伏せと奥義の螺旋を組み合わせることができるのも大きな強みです。歩行であるため、Bスキルには奥義の螺旋の他に見切り・追撃効果3や見切り・反撃不可3などの有用なスキルも装備することができます。</p>
    <p>マルスを主力で使おうとした場合、ステータスが全体的に高いので封印効果を受けてしまう可能性が高くなります。飛空城などで使う場合は封印を受けるためのキャラクターを用意して使用するのが良いでしょう。</p>
    <p>ステータスと待ち伏せ効果を生かすために以下のようなスキル構成がお勧めです。Bスキルは高級なので、とりあえずはデフォルトの守備の封印3のままでも十分活躍できると思います。</p>
    <table border=""1"">
      <tbody>
        <tr>
          <th style="" background-color: white;"">武器</th>
          <td>レイピア</td>
        </tr>
        <tr>
          <th style="" background-color: white;"">補助</th>
          <td>献身(自身のHPを減らして待ち伏せ発動可能にするため)<br>
            引き戻し</td>
        </tr>
        <tr>
          <th style="" background-color: white;"">奥義</th>
          <td>英雄の血脈</td>
        </tr>
        <tr>
          <th style="" background-color: white;"">A</th>
          <td>遠距離反撃</td>
        </tr>
        <tr>
          <th style="" background-color: white;"">B</th>
          <td>奥義の螺旋3<br>
            見切り・反撃不可3</td>
        </tr>
        <tr>
          <th style="" background-color: white;"">C</th>
          <td>死の吐息3(先制攻撃で敵全体のHPを減らして一撃で倒しやすくする)<br>
            攻撃の相互鼓舞<br>
            攻撃の相互大紋章<br>
            守備の紫煙3</td>
        </tr>
        <tr>
          <th style="" background-color: white;"">聖印</th>
          <td>攻撃速さの大覚醒3<br>
            攻撃魔防の大覚醒3</td>
        </tr>
      </tbody>
    </table>
    <p><br>
    </p>",41,36,37,32,26,19,8,9,8,7,""
511,"子供シーダ","|シーダ|","","",https://guide.fire-emblem-heroes.com/01002001000512-2/,"","",,"|フェザーソード|月虹|遠距離反撃|愛を信じますか?|攻撃の相互鼓舞|",,"女",2020-04-20,YoungCaeda-Icon.png,Caeda,"辺境の国の幼王女","Princess of Talys","辺境の小国タリスの王女。 誰に対しても心優しく、多くの民から慕われる。 （登場:『ファイアーエムブレム　紋章の謎』）","紋章の謎","超英雄","赤","剣","飛行","|羽公|","|早見沙織|","","","",,"","星5","","","",36,33,42,25,30,17,7,12,6,8,""
512,"マクベス","|マクベス|","","",https://guide.fire-emblem-heroes.com/11006901000508-2/,"","",,"|マクベスの惑書|烈風|HP攻撃2|攻撃の開放3|","|ノスフェラート:4|マクベスの惑書:5|砕風:3|烈風:4|攻撃1:3|HP攻撃1:4|HP攻撃2:4|攻撃の開放1:3|攻撃の開放2:4|攻撃の開放3:5|","男",2020-04-12,Iago-Icon.png,Iago,"暗夜王の軍師","Nohr's Tactician","暗夜王ガロンに仕える軍師。 冷酷な策略と幻術で数多くの敵対者を苦しめた。 (登場:『ファイアーエムブレム if』)",if,"大英雄戦","赤","赤魔","歩行","|п猫R|","|江越彬紀|","","",true,,"","星4|星3","","","",42,38,27,23,32,18,10,5,6,8,""
513,"子供マリク","|マリク|","","",https://guide.fire-emblem-heroes.com/01005001000510-2/,"","",,"|予兆の風|聖風|鬼神飛燕の一撃3|風薙ぎ3|遠距離警戒3|",,"男",2020-04-20,YoungMerric-Icon.png,Merric,"大いなる風の予兆","Changing Winds","アリティア貴族に生まれ、王家のエリス、マルス姉弟の 幼馴染として兄弟のように仲良く育つ。 （登場:『ファイアーエムブレム　紋章の謎』）","紋章の謎","超英雄","緑","緑魔","歩行","|まよ|","|長妻樹里|","","","",,"","星5","","","",41,34,41,21,25,19,8,11,6,3,""
514,"子供パオラ","|パオラ|カチュア|エスト|","","",https://guide.fire-emblem-heroes.com/01004004000509-2/,"","",,"|白き飛翔の槍|引き戻し|鬼神明鏡の瞬撃|攻撃速さの封印2|飛刃の紋章|",,"女|女|女",2020-04-20,YoungPalla-Icon.png,Palla,"鼎翼の三姉妹","Sisterly Trio","マケドニアの三姉妹。将来は揃って王女ミネルバ率いる 白騎士団の一員となることを夢見ている。 (登場:『ファイアーエムブレム 紋章の謎』)","紋章の謎","超英雄","青","槍","飛行","|はねこと|","|種田梨沙|生天目仁美|村川梨衣|","|比翼|死闘185|","自分と周囲1マスの味方飛行は移動+1
(1ターン、重複しない)
(周囲1マスに味方飛行がいなくても自分は移動+1)
奇数ターン開始時、自分が比翼スキルを使用済みなら、再使用可能にする。","",,"","星5","","","",40,39,31,33,24,18,9,9,7,7,""
515,"子供ミネルバ","|ミネルバ|","","",https://guide.fire-emblem-heroes.com/01004002000511-2/,"","",,"|赤い竜騎士の斧|竜裂|赤い竜騎士の盾|編隊飛行3|","|赤い竜騎士の斧:5|竜裂:4|赤い竜騎士の盾:5|編隊飛行1:4|編隊飛行2:4|編隊飛行3:4|","女",2020-04-21,YoungMinerva-Icon.png,Minerva,"マケドニア姫騎士",Princess-Knight,"マケドニア王国の第一王女。兄ミシェイルを敬愛し、 将来の国を共に支えるため、武芸の鍛錬にはげむ。 (登場:『ファイアーエムブレム　紋章の謎』)","紋章の謎","戦渦の連戦","緑","斧","飛行","|めか|","|佐倉綾音|","","",true,,"","星5|星4","","","",40,36,37,35,19,18,8,9,11,4,""
516,"伝承エーデルガルト","|エーデルガルト|","","|伝エガ|伝エル|デガ|",https://guide.fire-emblem-heroes.com/12002001000514-2/,"","",,"|アイムール|緋炎|攻撃魔防の万全4|攻撃魔防の孤軍3|狂嵐・承|狂嵐|重装の遊撃3|","|アイムール:5|緋炎:5|攻撃魔防の孤軍1:5|攻撃魔防の孤軍2:5|攻撃魔防の孤軍3:5|狂嵐:5|重装の遊撃1:5|重装の遊撃2:5|重装の遊撃3:5|","女",2020-04-30,LegendaryEdelgard-Icon.png,Edelgard,"炎の女帝","Flame Emperor","アドラステア帝国の皇帝。 教団を討滅し、フォドラ全土を統一した。 (登場:『ファイアーエムブレム 風花雪月』)","風花雪月","伝承英雄ガチャ","緑","斧","重装",|HACCAN|,"|加隈亜衣|","|伝承火|死闘180|ダブル|Hp3|","","",,"","星5","","","",45,42,17,39,36,19,12,4,13,8,""
517,"闇カムイ(男)","|カムイ男|","","|闇カム男|",https://guide.fire-emblem-heroes.com/11001001000519-2/,"","",,"|獣乱のブレス|凶星|攻撃速さの孤軍4|見切り・追撃効果3|速さ守備の奮起3|","|獣乱のブレス:5|凶星:5|攻撃速さの孤軍1:5|攻撃速さの孤軍2:5|攻撃速さの孤軍3:5|攻撃速さの孤軍4:5|見切り・追撃効果1:5|見切り・追撃効果2:5|見切り・追撃効果3:5|速さ守備の奮起1:5|速さ守備の奮起2:5|速さ守備の奮起3:5|","男",2020-05-08,F-Corrin-Icon.png,Corrin,"その血に眠る獣","Bloodbound Beast","白夜王国で生まれ、暗夜王国で育った王子。 その身に流れる血には荒々しい獣が眠る。 (登場:『ファイアーエムブレム　if』)",if,"ガチャ","青","青竜","歩行",|argon|,"|島﨑信長|","","","",,"","星5","","","",42,38,38,33,26,18,8,8,5,4,""
518,"闇リオン","|リオン|","","",https://guide.fire-emblem-heroes.com/07003001000517-2/,"","",,"|魔王の血書|太陽|強化増幅3|見切り・反撃不可3|攻撃魔防の奮起3|","|魔王の血書:5|太陽:5|強化増幅1:5|強化増幅2:5|強化増幅3:5|見切り・反撃不可1:5|見切り・反撃不可2:5|見切り・反撃不可3:5|攻撃魔防の奮起1:5|攻撃魔防の奮起2:5|攻撃魔防の奮起3:5|","男",2020-05-08,F-Lyon-Icon.png,Lyon,"蘇りし魔王","Demon King","魔王フォデスの力を宿すグラド帝国の皇子リオン。 その心は果たしてどちらのものか。 (登場:『ファイアーエムブレム 聖魔の光石』)","聖魔の光石","ガチャ","緑","緑魔","歩行","|カズキヨネ|","|中村悠一|","","","",,"","星5","","","",40,40,16,32,35,18,7,3,8,11,""
519,"闇ユリア","|ユリア|","","",https://guide.fire-emblem-heroes.com/03079001000516-2/,"","",,"|暗黒の聖書|氷蒼|攻撃魔防の孤軍4|光と闇と|恐慌の幻煙3|","|暗黒の聖書:5|氷蒼:5|攻撃魔防の孤軍1:5|攻撃魔防の孤軍2:5|攻撃魔防の孤軍3:5|攻撃魔防の孤軍4:5|光と闇と:5|恐慌の幻煙1:5|恐慌の幻煙2:5|恐慌の幻煙3:5|","女",2020-05-08,F-Julia-Icon.png,Julia,"奪われた心","Heart Usurped","光の書【ナーガ】の継承者。 マンフロイに心を支配され、セリスと敵対する。 (登場:『ファイアーエムブレム 聖戦の系譜』)","聖戦の系譜","ガチャ","赤","赤魔","歩行","|茶ちえ|","|佐倉綾音|","","","",,"","星5","","","",39,41,24,17,40,17,11,5,4,10,""
520,"闇アイク","|アイク|","","",https://guide.fire-emblem-heroes.com/09001501000515-2/,"","",,"|混沌ラグネル|暴の天空|飛燕の呼吸|回避・叩き込み3|攻撃速さの信義3|","|混沌ラグネル:5|暴の天空:5|飛燕の呼吸:5|回避・叩き込み1:5|回避・叩き込み2:5|回避・叩き込み3:5|攻撃速さの信義1:5|攻撃速さの信義2:5|攻撃速さの信義3:5|","男",2020-05-08,F-Ike-Icon.png,Ike,"暴走の闘気","Zeal Unleashed","グレイル傭兵団の団長。 【負】の気に呑まれ、力を暴走させてしまう。 (登場:『ファイアーエムブレム 暁の女神』)","暁の女神","ガチャ","赤","剣","歩行","|藤坂公彦|","|萩道彦|","","","",,"","星5","","","",40,35,42,32,23,18,9,12,6,6,""
521,"闇アシュナード","|アシュナード|","","",https://guide.fire-emblem-heroes.com/08029001000518-2/,"","",,"|グルグラント|竜穿|遠距離防御3|攻撃の波・偶数3|","|鋼の剣:4|銀の剣:3|グルグラント:5|伏竜:3|竜穿:4|遠距離防御1:3|遠距離防御2:4|遠距離防御3:5|攻撃の波・偶数1:4|攻撃の波・偶数2:3|攻撃の波・偶数3:3|","男",2020-05-09,F-Ashnard-Icon.png,Ashnard,"狂王","Mad King","第十三代デイン国王。力による支配を目論み、 テリウス大陸を戦乱に巻き込む。 (登場:『ファイアーエムブレム 蒼炎の軌跡』)","蒼炎の軌跡","大英雄戦","赤","剣","飛行","|Daisuke Izuka|","|日野聡|","","",true,,"","星4|星3","","","",43,37,21,35,31,17,9,6,9,9,""
522,"花嫁ニケ","|ニケ|","","",https://guide.fire-emblem-heroes.com/09008201000522-2/,"","",,"|狼花嫁の牙|月虹|鬼神飛燕の一撃3|速さ守備の封印2|邪眼|","|狼花嫁の牙:5|月虹:5|鬼神飛燕の一撃3:5|速さ守備の封印1:5|速さ守備の封印2:5|邪眼:5|","女",2020-05-20,B-Nailah-Icon.png,Nailah,"祝福されし女王","Blessed Queen","幻と言われる砂漠の王国、ハタリの女王。 伴侶であるラフィエルと婚礼の儀に臨む。 (登場:『ファイアーエムブレム 暁の女神』)","暁の女神","超英雄","緑","緑獣","歩行","|п猫R|","|斎賀みつき|","","","",,"","星5","","","",40,35,41,31,25,18,9,11,7,6,""
523,"花嫁オボロ","|オボロ|","","",https://guide.fire-emblem-heroes.com/11002011000521-2/,"","",,"|花嫁の護刀+|攻撃魔防の応援+|攻撃守備の密集3|鼓動の封緘・奇数3|","|花嫁の護刀:5|花嫁の護刀+:5|攻撃魔防の応援:5|攻撃魔防の応援+:5|攻撃守備の密集1:5|攻撃守備の密集2:5|攻撃守備の密集3:5|鼓動の封緘・奇数1:5|鼓動の封緘・奇数2:5|鼓動の封緘・奇数3:5|","女",2020-05-20,B-Oboro-Icon.png,Oboro,"魔王の嫁入り","Fierce Bride-to-Be","白夜王国の槍術士。タクミの臣下。 今回は手製の着物で花嫁役として祭りに参加する。 （登場：『ファイアーエムブレム　if』）",if,"超英雄","赤","剣","歩行",|Noy|,"|ささきのぞみ|","","","",,"","星5","","","",42,39,35,40,16,18,9,11,10,3,""
524,"花婿ラフィエル","|ラフィエル|","","",https://guide.fire-emblem-heroes.com/09007002000523-2/,"","",,"|白鷺花婿の翼|歌う|業火疾風の舞い2|獣盾の紋章|","|白鷺花婿の翼:5|歌う:4|業火疾風の舞い1:4|業火疾風の舞い2:4|獣盾の紋章:5|","男",2020-05-20,B-Rafiel-Icon.png,Rafiel,"祝福の翼","Blessed Wings","滅亡したセリノス王国の王子。 命の恩人であるニケに想いを寄せ、伴侶となる。 (登場:『ファイアーエムブレム 暁の女神』)","暁の女神","超英雄","青","青獣","歩行","|霜村航|","|関智一|","","","",,"","星5|星4","","","",38,28,35,20,41,16,4,7,5,11,""
525,"花嫁ミカヤ","|ミカヤ|サザ|","","|比翼ミカヤ|嫁ミカヤ|",https://guide.fire-emblem-heroes.com/09001001000520-2/,"","",,"|幸せの誓約|癒しの手|攻撃魔防の渾身4|生命の護符3|攻撃魔防の信義3|","|幸せの誓約:5|癒しの手:5|攻撃魔防の渾身1:5|攻撃魔防の渾身2:5|攻撃魔防の渾身3:5|攻撃魔防の渾身4:5|生命の護符1:5|生命の護符2:5|生命の護符3:5|攻撃魔防の信義1:5|攻撃魔防の信義2:5|攻撃魔防の信義3:5|","女|男",2020-05-20,B-Micaiah-Icon.png,Micaiah,"銀の姉と緑の弟","Dawn Wind's Duo","互いを姉、弟として信頼する間柄のふたり。 花嫁を祝う祭日に、仮装してやって来た。 (登場:『ファイアーエムブレム　暁の女神』)","暁の女神","超英雄","無","無魔","飛行",|teffish|,"|桑谷夏子|間島淳司|","|比翼|死闘185|","自分と自分を中心とした縦3列以内の味方に【敵弱化ダメージ+】を付与<br/>
自分を中心とした縦3列以内の敵は、守備、魔防-7(敵の次回行動終了まで)<br/>
【敵弱化ダメージ+】ダメージ+敵が受けている弱化の合計値(1ターン)","",,"","星5","","","",39,39,20,19,38,17,9,5,4,10,""
526,"花婿ヒナタ","|ヒナタ|","","",https://guide.fire-emblem-heroes.com/11002010000524-2/,"","",,"|大きな扇子+|相互援助|攻撃守備の絆3|近距離警戒3|","|大きな扇子:4|大きな扇子+:5|相互援助:4|攻撃守備の絆1:4|攻撃守備の絆2:4|攻撃守備の絆3:4|近距離警戒1:4|近距離警戒2:4|近距離警戒3:5|","男",2020-05-22,B-Hinata-Icon.png,Hinata,"侍新郎","Samurai Groom","白夜王国の侍。タクミの臣下。 着慣れない衣装で、祭りの花婿役を演じる。 （登場:『ファイアーエムブレム　if』）",if,"戦渦の連戦","緑","斧","歩行","|叶之明|","|市来光弘|","","",true,,"","星5|星4","","","",47,37,27,40,21,19,9,5,12,6,""
527,"ミラ","|ミラ|","","",https://guide.fire-emblem-heroes.com/02009302000525-2/,"","",,"|大地母神のブレス|守備魔防の応援+|金剛明鏡の構え3|竜鱗障壁3|攻撃の混乱3|ミラの歯車・神|ミラの歯車|","","女",2020-05-29,Mila-Icon.png,Mila,"愛の女神","Goddess of Love","愛を司る神竜。ドーマの兄妹神。バレンシア大陸を巡り ドーマと争い、大陸を二分し南のソフィアの地を治める。 (登場:『ファイアーエムブレム Echoes』)",Echoes,"神階英雄ガチャ","無","無竜","歩行","|山田章博|","|榊原良子|","|神階光|Hp5_Def5|","","",,"","星5","","","",41,37,17,40,37,19,11,4,10,7,""
528,"槍アンナ","|アンナ|","","",https://guide.fire-emblem-heroes.com/10049005000526-2/,"","",,"|裏の五連闘の宝槍|攻撃速さの応援+|攻撃速さの密集3|攻撃速さの大共謀3|速さの相互大紋章|","|裏の五連闘の宝槍:5|攻撃速さの応援:5|攻撃速さの応援+:5|攻撃速さの密集1:5|攻撃速さの密集2:5|攻撃速さの密集3:5|攻撃速さの大共謀3:5|攻撃速さの大共謀2:5|攻撃速さの大共謀1:5|速さの相互大紋章:5|","女",2020-06-05,LanceAnna-Icon.png,Anna,"秘密多き行商人","Secret Seller","イーリス聖王国を拠点に商いを続ける行商人。 同じ顔と名前の姉妹がたくさんいる。 (登場:『ファイアーエムブレム 覚醒』)","覚醒","ガチャ","青","槍","歩行",|kaya8|,"|世戸さおり|","","","",,"","星5","","","",38,35,40,28,31,19,9,10,6,7,""
529,"サイリ","|サイリ|","","",https://guide.fire-emblem-heroes.com/10007002000528-2/,"","",,"|アマツ|氷蒼|鬼神飛燕の構え3|回避・一撃離脱3|","|アマツ:5|氷点:5|氷蒼:5|鬼神飛燕の構え1:5|鬼神飛燕の構え2:5|鬼神飛燕の構え3:5|回避・一撃離脱1:5|回避・一撃離脱2:5|回避・一撃離脱3:5|","女",2020-06-05,Sayri-Icon.png,"Say'ri","ソンシンの剣姫","Chon'sin's Blade","ヴァルム大陸の小国ソンシンの王女。 曲がったことを許さない、まっすぐな性格。 (登場:『ファイアーエムブレム 覚醒』)","覚醒","ガチャ","赤","剣","歩行","|由良|","|吉田聖子|","","","",,"","星5","","","",40,35,40,23,34,18,9,10,6,8,""
530,"ムスタファー","|ムスタファー|","","",https://guide.fire-emblem-heroes.com/10004008000529-2/,"","",,"|ペレジアの将の大斧|バリアの斧+|緋炎|生命の静水3|守備の指揮3|","|ペレジアの将の大斧:5|バリアの斧:3|バリアの斧+:3|蛍火:3|緋炎:4|生命の静水1:3|生命の静水2:4|生命の静水3:5|守備の指揮1:3|守備の指揮2:3|守備の指揮3:4|","男",2020-06-05,Mustafa-Icon.png,Mustafa,"ペレジアの武臣","Plegian Champion","ペレジアの将軍。王命に忠実だが 敵への非道は禁ずる、正々堂々とした武人。 (登場:『ファイアーエムブレム 覚醒』)","覚醒","ガチャ","緑","斧","歩行","|草木原俊行|","|浜田賢二|","","","",,"","星4|星3","","","",45,38,25,36,28,19,10,6,10,6,""
531,"ルピナス","|ルピナス|","","",https://guide.fire-emblem-heroes.com/00004003000526-2/,"","",,"|微睡の花の剣|しろいゆめ・神|しろいゆめ|踊る|守備魔防の城塞3|守備魔防の封印3|守備の混乱3|守備魔防の大開放3|",,"女",2020-06-05,Mirabilis-Icon.png,Mirabilis,"白夢の",Daydream,"夢の国アルフの妖精。人に白昼夢を見せる。 昼でも夜でも眠るのが好きで、いつも寝ぼけている。","ヒーローズ","神階英雄ガチャ","赤","剣","飛行","|四々九|","|久野美咲|","|神階理|Hp5_Res5|","","",,"","星5","","","",38,34,18,32,35,16,8,5,6,7,""
532,"ギャンレル","|ギャンレル|","","",https://guide.fire-emblem-heroes.com/10004001000530-2/,"","",,"|サンダーダガー|氷華|攻撃の封印3|恐慌の奇策3|","|銀の暗器:3|サンダーダガー:5|氷点:3|氷華:4|攻撃の封印1:3|攻撃の封印2:4|攻撃の封印3:5|恐慌の奇策1:3|恐慌の奇策2:3|恐慌の奇策3:4|","男",2020-06-06,Gangrel-Icon.png,Gangrel,"暗愚王","Plegia's Mad King","ペレジア国王。争いを好み、 インバースとともにイーリス聖王国に戦争を仕掛ける。 (登場:『ファイアーエムブレム 覚醒』)","覚醒","大英雄戦","無","暗器","歩行",|argon|,"|坂巻学|","","",true,,"","星4|星3","","","",45,32,38,24,27,19,6,10,5,8,""
533,"エメリナ","|エメリナ|","","",https://guide.fire-emblem-heroes.com/10001005000527-2/,"","",,"|フィアー+|リバース+|祈り|救援の行路3|魔防の開放3|","|アサルト:3|フィアー:3|フィアー+:5|ライブ:3|ヒール:3|リバース:4|リバース+:5|祈り:3|治癒:3|救援の行路1:3|救援の行路2:4|救援の行路3:5|魔防の開放1:3|魔防の開放2:3|魔防の開放3:4|","女",2020-06-05,Emmeryn-Icon.png,Emmeryn,"慈愛の女王","Gentle Exalt","すべてを包み込む愛をもって、 イーリス聖王国を治める女王。クロムとリズの姉。 (登場:『ファイアーエムブレム 覚醒』)","覚醒","ガチャ","無","杖","歩行","|ザザ|","|岡村明美|","","",true,,"","星4|星3","","","",43,32,34,23,30,19,6,8,6,8,""
534,"水着セライナ","|セライナ|","","",https://guide.fire-emblem-heroes.com/07003003000532-2/,"","",,"|楽園の果汁|引き寄せ|攻撃速さの渾身4|速さ魔防の干渉3|","|楽園の果汁:5|引き寄せ:5|攻撃速さの渾身1:5|攻撃速さの渾身2:5|攻撃速さの渾身3:5|攻撃速さの渾身4:5|速さ魔防の干渉1:5|速さ魔防の干渉2:5|速さ魔防の干渉3:5|","女",2020-06-18,SummerSelena-Icon.png,Selena,"浜辺の蛍石","Sandbar Fluorspar","グラド帝国六将の一人で、【蛍石】の名を持つ。 水着姿でも忠節は変わらない。 (登場:『ファイアーエムブレム 聖魔の光石』)","聖魔の光石","超英雄","緑","緑魔","騎馬","|ワダサチコ|","|渡辺優里奈|","","","",,"","星5","","","",36,37,37,17,23,17,7,7,4,8,""
535,"水着ヨシュア","|ヨシュア|","","",https://guide.fire-emblem-heroes.com/07004001000534-2/,"","",,"|サンゴの弓+|体当たり|攻撃速さの連携3|守備の鼓舞4|","|サンゴの弓:5|サンゴの弓+:5|体当たり:5|攻撃速さの連携1:5|攻撃速さの連携2:5|攻撃速さの連携3:5|守備の鼓舞1:5|守備の鼓舞2:5|守備の鼓舞3:5|守備の鼓舞4:5|","男",2020-06-18,SummerJoshua-Icon.png,Joshua,"南国の博徒","Tropical Gambler","賭け事好きの傭兵。 今回はツキを変えようと水着姿で南国へ。 （登場:『ファイアーエムブレム　聖魔の光石』）","聖魔の光石","超英雄","赤","赤弓","歩行","|スエカネクミコ|","|野島裕史|","","","",,"","星5","","","",40,36,39,28,24,18,10,9,6,5,""
536,"水着ルーテ","|ルーテ|","","",https://guide.fire-emblem-heroes.com/07001021000533-2/,"","",,"|植物図鑑+|入れ替え|速さ魔防封じ2|速さの指揮3|","|植物図鑑:4|植物図鑑+:5|入れ替え:4|速さ魔防封じ1:4|速さ魔防封じ2:5|速さの指揮1:4|速さの指揮2:4|速さの指揮3:4|","女",2020-06-18,SummerLute-Icon.png,Lute,"真夏の探究家","Summer Prodigy","ルネス出身の若き女魔道士。夏の海を舞台に新たなる魔道の可能性を探る。(登場:『ファイアーエムブレム　聖魔の光石』)","聖魔の光石","超英雄","青","青魔","飛行","|瀬尾公治|","|永野愛|",,"","",,"","星5|星4","","","",37,35,34,17,32,18,7,8,4,8,""
